TIMESTAMP ID VALOR
1704081889 sensor1 int: 4
1704081895 sensor1 int: 4
1704081901 sensor1 int: 8
1704081902 sensor1 int: 5
1704081923 sensor1 int: 1
1704081933 sensor1 int: 9
1704081955 sensor1 int: 9
1704081968 sensor1 int: 5
1704081984 sensor1 int: 4
1704082015 sensor1 int: 4
1704082018 sensor1 int: 0
1704082028 sensor1 int: 4
1704082065 sensor1 int: 3
1704082073 sensor1 int: 8
1704082087 sensor1 int: 3
1704082098 sensor1 int: 3
1704082149 sensor1 int: 0
1704082166 sensor1 int: 8
1704082177 sensor1 int: 8
1704082179 sensor1 int: 9
1704082183 sensor1 int: 5
1704082212 sensor1 int: 3
1704082214 sensor1 int: 8
1704082220 sensor1 int: 7
1704082221 sensor1 int: 9
1704082235 sensor1 int: 4
1704082243 sensor1 int: 7
1704082243 sensor1 int: 2
1704082251 sensor1 int: 6
1704082275 sensor1 int: 6
1704082296 sensor1 int: 4
1704082328 sensor1 int: 4
1704082341 sensor1 int: 7
1704082354 sensor1 int: 8
1704082360 sensor1 int: 1
1704082362 sensor1 int: 0
1704082365 sensor1 int: 7
1704082372 sensor1 int: 4
1704082373 sensor1 int: 2
1704082402 sensor1 int: 0
1704082411 sensor1 int: 3
1704082443 sensor1 int: 9
1704082453 sensor1 int: 3
1704082471 sensor1 int: 4
1704082486 sensor1 int: 1
1704082510 sensor1 int: 0
1704082579 sensor1 int: 6
1704082589 sensor1 int: 8
1704082600 sensor1 int: 9
1704082618 sensor1 int: 2
1704082619 sensor1 int: 3
1704082627 sensor1 int: 7
1704082632 sensor1 int: 1
1704082651 sensor1 int: 8
1704082653 sensor1 int: 7
1704082668 sensor1 int: 5
1704082690 sensor1 int: 6
1704082705 sensor1 int: 8
1704082705 sensor1 int: 5
1704082720 sensor1 int: 6
1704082736 sensor1 int: 7
1704082746 sensor1 int: 6
1704082752 sensor1 int: 5
1704082758 sensor1 int: 1
1704082775 sensor1 int: 8
1704082794 sensor1 int: 6
1704082799 sensor1 int: 9
1704082830 sensor1 int: 7
1704082844 sensor1 int: 5
1704082882 sensor1 int: 0
1704082883 sensor1 int: 3
1704082884 sensor1 int: 1
1704082888 sensor1 int: 8
1704082889 sensor1 int: 7
1704082889 sensor1 int: 9
1704082896 sensor1 int: 7
1704082897 sensor1 int: 6
1704082944 sensor1 int: 4
1704082950 sensor1 int: 8
1704082966 sensor1 int: 0
1704082979 sensor1 int: 5
1704083055 sensor1 int: 8
1704083074 sensor1 int: 5
1704083099 sensor1 int: 6
1704083102 sensor1 int: 2
1704083125 sensor1 int: 7
1704083155 sensor1 int: 6
1704083160 sensor1 int: 8
1704083173 sensor1 int: 0
1704083185 sensor1 int: 0
1704083188 sensor1 int: 0
1704083222 sensor1 int: 3
1704083244 sensor1 int: 6
1704083267 sensor1 int: 9
1704083272 sensor1 int: 2
1704083278 sensor1 int: 2
1704083283 sensor1 int: 6
1704083288 sensor1 int: 1
1704083320 sensor1 int: 6
1704083322 sensor1 int: 3
1704083366 sensor1 int: 1
1704083371 sensor1 int: 5
1704083390 sensor1 int: 6
1704083391 sensor1 int: 6
1704083400 sensor1 int: 0
1704083413 sensor1 int: 7
1704083505 sensor1 int: 5
1704083518 sensor1 int: 6
1704083545 sensor1 int: 1
1704083550 sensor1 int: 1
1704083577 sensor1 int: 6
1704083578 sensor1 int: 3
1704083581 sensor1 int: 1
1704083592 sensor1 int: 5
1704083604 sensor1 int: 5
1704083619 sensor1 int: 7
1704083621 sensor1 int: 1
1704083630 sensor1 int: 0
1704083647 sensor1 int: 4
1704083659 sensor1 int: 0
1704083669 sensor1 int: 0
1704083695 sensor1 int: 9
1704083702 sensor1 int: 2
1704083712 sensor1 int: 0
1704083723 sensor1 int: 4
1704083748 sensor1 int: 4
1704083748 sensor1 int: 9
1704083752 sensor1 int: 4
1704083755 sensor1 int: 7
1704083764 sensor1 int: 4
1704083774 sensor1 int: 4
1704083787 sensor1 int: 0
1704083795 sensor1 int: 7
1704083799 sensor1 int: 5
1704083805 sensor1 int: 4
1704083817 sensor1 int: 0
1704083850 sensor1 int: 8
1704083869 sensor1 int: 7
1704083880 sensor1 int: 2
1704083885 sensor1 int: 0
1704083904 sensor1 int: 3
1704083975 sensor1 int: 7
1704083978 sensor1 int: 5
1704084020 sensor1 int: 2
1704084066 sensor1 int: 6
1704084074 sensor1 int: 6
1704084080 sensor1 int: 7
1704084081 sensor1 int: 9
1704084092 sensor1 int: 1
1704084152 sensor1 int: 5
1704084154 sensor1 int: 3
1704084159 sensor1 int: 7
1704084179 sensor1 int: 9
1704084188 sensor1 int: 2
1704084211 sensor1 int: 1
1704084219 sensor1 int: 0
1704084224 sensor1 int: 1
1704084226 sensor1 int: 6
1704084261 sensor1 int: 0
1704084267 sensor1 int: 8
1704084284 sensor1 int: 2
1704084286 sensor1 int: 3
1704084288 sensor1 int: 0
1704084304 sensor1 int: 4
1704084320 sensor1 int: 7
1704084327 sensor1 int: 9
1704084332 sensor1 int: 0
1704084355 sensor1 int: 8
1704084357 sensor1 int: 2
1704084357 sensor1 int: 4
1704084358 sensor1 int: 8
1704084360 sensor1 int: 1
1704084363 sensor1 int: 3
1704084373 sensor1 int: 0
1704084391 sensor1 int: 2
1704084398 sensor1 int: 7
1704084401 sensor1 int: 6
1704084416 sensor1 int: 4
1704084424 sensor1 int: 6
1704084427 sensor1 int: 1
1704084441 sensor1 int: 4
1704084473 sensor1 int: 0
1704084477 sensor1 int: 5
1704084477 sensor1 int: 5
1704084485 sensor1 int: 9
1704084536 sensor1 int: 8
1704084538 sensor1 int: 1
1704084546 sensor1 int: 9
1704084558 sensor1 int: 6
1704084572 sensor1 int: 5
1704084579 sensor1 int: 9
1704084588 sensor1 int: 7
1704084595 sensor1 int: 2
1704084615 sensor1 int: 5
1704084630 sensor1 int: 1
1704084630 sensor1 int: 9
1704084650 sensor1 int: 5
1704084668 sensor1 int: 7
1704084679 sensor1 int: 5
1704084684 sensor1 int: 5
1704084695 sensor1 int: 2
1704084707 sensor1 int: 5
1704084716 sensor1 int: 0
1704084752 sensor1 int: 2
1704084771 sensor1 int: 9
1704084783 sensor1 int: 2
1704084828 sensor1 int: 2
1704084848 sensor1 int: 5
1704084848 sensor1 int: 9
1704084881 sensor1 int: 5
1704084893 sensor1 int: 4
1704084903 sensor1 int: 2
1704084909 sensor1 int: 9
1704084923 sensor1 int: 8
1704084935 sensor1 int: 6
1704084938 sensor1 int: 0
1704084938 sensor1 int: 9
1704084943 sensor1 int: 7
1704084956 sensor1 int: 2
1704085003 sensor1 int: 2
1704085004 sensor1 int: 6
1704085006 sensor1 int: 5
1704085009 sensor1 int: 3
1704085010 sensor1 int: 7
1704085053 sensor1 int: 9
1704085086 sensor1 int: 6
1704085092 sensor1 int: 0
1704085134 sensor1 int: 8
1704085138 sensor1 int: 3
1704085161 sensor1 int: 0
1704085171 sensor1 int: 8
1704085185 sensor1 int: 1
1704085217 sensor1 int: 1
1704085226 sensor1 int: 9
1704085271 sensor1 int: 0
1704085295 sensor1 int: 8
1704085297 sensor1 int: 4
1704085308 sensor1 int: 3
1704085328 sensor1 int: 0
1704085348 sensor1 int: 7
1704085360 sensor1 int: 9
1704085374 sensor1 int: 3
1704085408 sensor1 int: 8
1704085411 sensor1 int: 5
1704085412 sensor1 int: 0
1704085422 sensor1 int: 0
1704085431 sensor1 int: 2
1704085435 sensor1 int: 8
1704085441 sensor1 int: 7
1704085474 sensor1 int: 0
1704085488 sensor1 int: 8
1704085492 sensor1 int: 8
1704085495 sensor1 int: 4
1704085509 sensor1 int: 0
1704085533 sensor1 int: 5
1704085562 sensor1 int: 5
1704085575 sensor1 int: 4
1704085601 sensor1 int: 7
1704085618 sensor1 int: 5
1704085664 sensor1 int: 4
1704085664 sensor1 int: 6
1704085670 sensor1 int: 1
1704085677 sensor1 int: 3
1704085706 sensor1 int: 7
1704085721 sensor1 int: 3
1704085722 sensor1 int: 8
1704085726 sensor1 int: 4
1704085727 sensor1 int: 2
1704085727 sensor1 int: 1
1704085736 sensor1 int: 2
1704085738 sensor1 int: 0
1704085762 sensor1 int: 2
1704085782 sensor1 int: 3
1704085784 sensor1 int: 3
1704085785 sensor1 int: 8
1704085809 sensor1 int: 8
1704085826 sensor1 int: 4
1704085829 sensor1 int: 0
1704085835 sensor1 int: 1
1704085845 sensor1 int: 6
1704085858 sensor1 int: 9
1704085861 sensor1 int: 5
1704085882 sensor1 int: 6
1704085928 sensor1 int: 3
1704085949 sensor1 int: 8
1704085971 sensor1 int: 9
1704085972 sensor1 int: 4
1704085991 sensor1 int: 9
1704085994 sensor1 int: 1
1704086000 sensor1 int: 8
1704086004 sensor1 int: 4
1704086010 sensor1 int: 8
1704086021 sensor1 int: 2
1704086068 sensor1 int: 4
1704086076 sensor1 int: 2
1704086094 sensor1 int: 9
1704086112 sensor1 int: 9
1704086119 sensor1 int: 6
1704086133 sensor1 int: 0
1704086136 sensor1 int: 1
1704086139 sensor1 int: 3
1704086157 sensor1 int: 1
1704086173 sensor1 int: 8
1704086175 sensor1 int: 2
1704086178 sensor1 int: 5
1704086202 sensor1 int: 6
1704086205 sensor1 int: 7
1704086206 sensor1 int: 7
1704086210 sensor1 int: 4
1704086214 sensor1 int: 2
1704086240 sensor1 int: 6
1704086296 sensor1 int: 3
1704086299 sensor1 int: 9
1704086311 sensor1 int: 0
1704086319 sensor1 int: 3
1704086334 sensor1 int: 3
1704086358 sensor1 int: 1
1704086366 sensor1 int: 5
1704086369 sensor1 int: 9
1704086400 sensor1 int: 0
1704086408 sensor1 int: 9
1704086431 sensor1 int: 4
1704086434 sensor1 int: 7
1704086445 sensor1 int: 7
1704086449 sensor1 int: 9
1704086457 sensor1 int: 1
1704086460 sensor1 int: 0
1704086473 sensor1 int: 5
1704086492 sensor1 int: 9
1704086494 sensor1 int: 7
1704086520 sensor1 int: 9
1704086525 sensor1 int: 2
1704086555 sensor1 int: 6
1704086561 sensor1 int: 9
1704086566 sensor1 int: 3
1704086567 sensor1 int: 4
1704086631 sensor1 int: 4
1704086652 sensor1 int: 9
1704086665 sensor1 int: 1
1704086666 sensor1 int: 2
1704086687 sensor1 int: 2
1704086689 sensor1 int: 6
1704086698 sensor1 int: 9
1704086710 sensor1 int: 2
1704086736 sensor1 int: 3
1704086747 sensor1 int: 8
1704086796 sensor1 int: 1
1704086804 sensor1 int: 9
1704086821 sensor1 int: 3
1704086844 sensor1 int: 4
1704086869 sensor1 int: 9
1704086882 sensor1 int: 3
1704086927 sensor1 int: 4
1704086928 sensor1 int: 0
1704086936 sensor1 int: 0
1704086940 sensor1 int: 6
1704086940 sensor1 int: 0
1704087008 sensor1 int: 0
1704087008 sensor1 int: 1
1704087037 sensor1 int: 7
1704087056 sensor1 int: 2
1704087061 sensor1 int: 8
1704087099 sensor1 int: 9
1704087111 sensor1 int: 9
1704087167 sensor1 int: 5
1704087176 sensor1 int: 8
1704087186 sensor1 int: 2
1704087192 sensor1 int: 2
1704087203 sensor1 int: 4
1704087215 sensor1 int: 6
1704087244 sensor1 int: 3
1704087264 sensor1 int: 6
1704087269 sensor1 int: 8
1704087271 sensor1 int: 0
1704087302 sensor1 int: 3
1704087321 sensor1 int: 5
1704087345 sensor1 int: 3
1704087348 sensor1 int: 1
1704087350 sensor1 int: 5
1704087356 sensor1 int: 7
1704087360 sensor1 int: 7
1704087366 sensor1 int: 1
1704087417 sensor1 int: 0
1704087443 sensor1 int: 5
1704087454 sensor1 int: 7
1704087457 sensor1 int: 1
1704087463 sensor1 int: 0
1704087476 sensor1 int: 9
1704087481 sensor1 int: 6
1704087482 sensor1 int: 2
1704087529 sensor1 int: 4
1704087529 sensor1 int: 3
1704087549 sensor1 int: 7
1704087550 sensor1 int: 8
1704087554 sensor1 int: 4
1704087561 sensor1 int: 8
1704087564 sensor1 int: 7
1704087572 sensor1 int: 1
1704087577 sensor1 int: 0
1704087590 sensor1 int: 7
1704087607 sensor1 int: 6
1704087624 sensor1 int: 6
1704087627 sensor1 int: 4
1704087643 sensor1 int: 3
1704087660 sensor1 int: 5
1704087668 sensor1 int: 9
1704087679 sensor1 int: 9
1704087717 sensor1 int: 2
1704087740 sensor1 int: 3
1704087746 sensor1 int: 2
1704087750 sensor1 int: 6
1704087750 sensor1 int: 1
1704087766 sensor1 int: 3
1704087771 sensor1 int: 6
1704087778 sensor1 int: 3
1704087806 sensor1 int: 1
1704087820 sensor1 int: 1
1704087822 sensor1 int: 7
1704087858 sensor1 int: 6
1704087862 sensor1 int: 4
1704087866 sensor1 int: 4
1704087892 sensor1 int: 6
1704087898 sensor1 int: 6
1704087961 sensor1 int: 7
1704087980 sensor1 int: 2
1704087982 sensor1 int: 2
1704088028 sensor1 int: 6
1704088039 sensor1 int: 1
1704088087 sensor1 int: 9
1704088097 sensor1 int: 6
1704088101 sensor1 int: 6
1704088140 sensor1 int: 9
1704088163 sensor1 int: 2
1704088184 sensor1 int: 5
1704088215 sensor1 int: 2
1704088216 sensor1 int: 4
1704088223 sensor1 int: 9
1704088242 sensor1 int: 9
1704088261 sensor1 int: 2
1704088282 sensor1 int: 8
1704088313 sensor1 int: 3
1704088324 sensor1 int: 6
1704088330 sensor1 int: 6
1704088343 sensor1 int: 9
1704088384 sensor1 int: 2
1704088391 sensor1 int: 9
1704088392 sensor1 int: 6
1704088404 sensor1 int: 5
1704088472 sensor1 int: 1
1704088472 sensor1 int: 9
1704088495 sensor1 int: 8
1704088532 sensor1 int: 4
1704088532 sensor1 int: 5
1704088550 sensor1 int: 5
1704088572 sensor1 int: 8
1704088572 sensor1 int: 7
1704088583 sensor1 int: 8
1704088601 sensor1 int: 5
1704088601 sensor1 int: 0
1704088610 sensor1 int: 3
1704088658 sensor1 int: 7
1704088665 sensor1 int: 1
1704088683 sensor1 int: 2
1704088689 sensor1 int: 6
1704088707 sensor1 int: 0
1704088707 sensor1 int: 2
1704088709 sensor1 int: 7
1704088709 sensor1 int: 2
1704088730 sensor1 int: 9
1704088734 sensor1 int: 9
1704088739 sensor1 int: 8
1704088739 sensor1 int: 9
1704088771 sensor1 int: 2
1704088777 sensor1 int: 8
1704088782 sensor1 int: 8
1704088799 sensor1 int: 9
1704088805 sensor1 int: 2
1704088832 sensor1 int: 5
1704088845 sensor1 int: 0
1704088850 sensor1 int: 9
1704088869 sensor1 int: 3
1704088871 sensor1 int: 8
1704088883 sensor1 int: 6
1704088883 sensor1 int: 4
1704088894 sensor1 int: 8
1704088900 sensor1 int: 5
1704088925 sensor1 int: 3
1704088941 sensor1 int: 5
1704088963 sensor1 int: 9
1704088972 sensor1 int: 5
1704088974 sensor1 int: 6
1704088999 sensor1 int: 2
1704089001 sensor1 int: 9
1704089018 sensor1 int: 7
1704089020 sensor1 int: 8
1704089031 sensor1 int: 8
1704089034 sensor1 int: 9
1704089049 sensor1 int: 4
1704089066 sensor1 int: 2
1704089070 sensor1 int: 6
1704089074 sensor1 int: 8
1704089098 sensor1 int: 3
1704089100 sensor1 int: 8
1704089148 sensor1 int: 5
1704089185 sensor1 int: 9
1704089205 sensor1 int: 1
1704089228 sensor1 int: 1
1704089254 sensor1 int: 3
1704089285 sensor1 int: 1
1704089325 sensor1 int: 0
1704089362 sensor1 int: 5
1704089368 sensor1 int: 9
1704089369 sensor1 int: 9
1704089376 sensor1 int: 1
1704089403 sensor1 int: 5
1704089411 sensor1 int: 5
1704089420 sensor1 int: 2
1704089459 sensor1 int: 7
1704089491 sensor1 int: 5
1704089523 sensor1 int: 5
1704089569 sensor1 int: 2
1704089571 sensor1 int: 7
1704089577 sensor1 int: 0
1704089577 sensor1 int: 2
1704089608 sensor1 int: 2
1704089631 sensor1 int: 8
1704089644 sensor1 int: 3
1704089668 sensor1 int: 4
1704089678 sensor1 int: 9
1704089687 sensor1 int: 0
1704089696 sensor1 int: 2
1704089700 sensor1 int: 1
1704089710 sensor1 int: 4
1704089735 sensor1 int: 3
1704089755 sensor1 int: 1
1704089763 sensor1 int: 4
1704089765 sensor1 int: 4
1704089767 sensor1 int: 2
1704089782 sensor1 int: 6
1704089796 sensor1 int: 7
1704089835 sensor1 int: 5
1704089856 sensor1 int: 5
1704089866 sensor1 int: 9
1704089912 sensor1 int: 8
1704089932 sensor1 int: 0
1704089949 sensor1 int: 4
1704089951 sensor1 int: 3
1704089970 sensor1 int: 9
1704090024 sensor1 int: 1
1704090026 sensor1 int: 6
1704090035 sensor1 int: 8
1704090053 sensor1 int: 8
1704090084 sensor1 int: 2
1704090095 sensor1 int: 9
1704090135 sensor1 int: 4
1704090158 sensor1 int: 2
1704090170 sensor1 int: 3
1704090170 sensor1 int: 8
1704090211 sensor1 int: 4
1704090238 sensor1 int: 1
1704090276 sensor1 int: 7
1704090283 sensor1 int: 0
1704090300 sensor1 int: 5
1704090308 sensor1 int: 3
1704090323 sensor1 int: 3
1704090335 sensor1 int: 4
1704090338 sensor1 int: 6
1704090345 sensor1 int: 3
1704090375 sensor1 int: 4
1704090376 sensor1 int: 6
1704090385 sensor1 int: 6
1704090397 sensor1 int: 6
1704090411 sensor1 int: 9
1704090416 sensor1 int: 1
1704090417 sensor1 int: 6
1704090429 sensor1 int: 6
1704090450 sensor1 int: 9
1704090457 sensor1 int: 9
1704090479 sensor1 int: 7
1704090492 sensor1 int: 9
1704090516 sensor1 int: 1
1704090529 sensor1 int: 4
1704090551 sensor1 int: 3
1704090551 sensor1 int: 1
1704090566 sensor1 int: 1
1704090568 sensor1 int: 8
1704090588 sensor1 int: 1
1704090592 sensor1 int: 4
1704090597 sensor1 int: 6
1704090609 sensor1 int: 3
1704090629 sensor1 int: 7
1704090630 sensor1 int: 1
1704090648 sensor1 int: 2
1704090654 sensor1 int: 6
1704090659 sensor1 int: 3
1704090666 sensor1 int: 4
1704090667 sensor1 int: 5
1704090698 sensor1 int: 8
1704090699 sensor1 int: 1
1704090722 sensor1 int: 7
1704090772 sensor1 int: 1
1704090780 sensor1 int: 7
1704090782 sensor1 int: 4
1704090785 sensor1 int: 3
1704090789 sensor1 int: 1
1704090861 sensor1 int: 9
1704090897 sensor1 int: 8
1704090903 sensor1 int: 1
1704090911 sensor1 int: 9
1704090958 sensor1 int: 5
1704090971 sensor1 int: 8
1704090977 sensor1 int: 4
1704090980 sensor1 int: 3
1704090982 sensor1 int: 4
1704090985 sensor1 int: 7
1704091013 sensor1 int: 1
1704091025 sensor1 int: 3
1704091065 sensor1 int: 5
1704091100 sensor1 int: 7
1704091116 sensor1 int: 4
1704091130 sensor1 int: 0
1704091132 sensor1 int: 7
1704091146 sensor1 int: 5
1704091167 sensor1 int: 5
1704091167 sensor1 int: 2
1704091188 sensor1 int: 3
1704091203 sensor1 int: 4
1704091209 sensor1 int: 2
1704091216 sensor1 int: 1
1704091253 sensor1 int: 4
1704091259 sensor1 int: 4
1704091261 sensor1 int: 5
1704091272 sensor1 int: 9
1704091282 sensor1 int: 4
1704091287 sensor1 int: 2
1704091288 sensor1 int: 7
1704091301 sensor1 int: 6
1704091326 sensor1 int: 5
1704091348 sensor1 int: 4
1704091383 sensor1 int: 7
1704091390 sensor1 int: 5
1704091418 sensor1 int: 5
1704091442 sensor1 int: 4
1704091462 sensor1 int: 7
1704091471 sensor1 int: 0
1704091483 sensor1 int: 6
1704091490 sensor1 int: 5
1704091506 sensor1 int: 5
1704091535 sensor1 int: 9
1704091559 sensor1 int: 4
1704091637 sensor1 int: 6
1704091652 sensor1 int: 0
1704091692 sensor1 int: 6
1704091712 sensor1 int: 9
1704091730 sensor1 int: 4
1704091741 sensor1 int: 8
1704091748 sensor1 int: 8
1704091752 sensor1 int: 9
1704091765 sensor1 int: 6
1704091787 sensor1 int: 8
1704091789 sensor1 int: 9
1704091792 sensor1 int: 8
1704091859 sensor1 int: 7
1704091863 sensor1 int: 3
1704091864 sensor1 int: 9
1704091876 sensor1 int: 6
1704091891 sensor1 int: 2
1704091894 sensor1 int: 9
1704091923 sensor1 int: 5
1704091923 sensor1 int: 2
1704091936 sensor1 int: 3
1704091945 sensor1 int: 4
1704091954 sensor1 int: 4
1704091967 sensor1 int: 9
1704092053 sensor1 int: 1
1704092092 sensor1 int: 2
1704092096 sensor1 int: 9
1704092118 sensor1 int: 3
1704092146 sensor1 int: 2
1704092149 sensor1 int: 7
1704092152 sensor1 int: 5
1704092162 sensor1 int: 7
1704092184 sensor1 int: 6
1704092198 sensor1 int: 4
1704092228 sensor1 int: 9
1704092233 sensor1 int: 4
1704092270 sensor1 int: 2
1704092277 sensor1 int: 6
1704092278 sensor1 int: 9
1704092279 sensor1 int: 3
1704092296 sensor1 int: 0
1704092307 sensor1 int: 2
1704092318 sensor1 int: 8
1704092378 sensor1 int: 7
1704092418 sensor1 int: 5
1704092420 sensor1 int: 8
1704092423 sensor1 int: 1
1704092483 sensor1 int: 9
1704092497 sensor1 int: 9
1704092502 sensor1 int: 8
1704092526 sensor1 int: 8
1704092538 sensor1 int: 5
1704092542 sensor1 int: 2
1704092546 sensor1 int: 9
1704092558 sensor1 int: 4
1704092561 sensor1 int: 0
1704092572 sensor1 int: 1
1704092574 sensor1 int: 1
1704092600 sensor1 int: 1
1704092616 sensor1 int: 1
1704092624 sensor1 int: 4
